,Unnamed: 0,Date,Unix,Ticker,DE Ratio,Price,price_p_value,SP500,sp500_p_value,Difference
5675,5675,2009-04,1240088314.0,luv,0.0,7.2,-46.7061435973353,865.3,-28.958473588282622,-17.747670009052683
5672,5672,2011-04,1303867430.0,luv,54.26,11.68,-13.545521835677278,1355.66,11.300307055713382,-24.845828891390656
5665,5665,2011-09,1317386040.0,luv,58.76,8.23,-39.08216136195411,1131.42,-7.109899673240169,-31.972261688713942
5674,5674,2013-04,1366584461.0,luv,45.11,13.34,-1.2583271650629158,1562.5,28.281965813369247,-29.54029297843216
5678,5678,2013-05,1368302762.0,luv,43.7,14.16,4.811250925240565,1626.67,33.550352210965336,-28.739101285724782
5687,5687,2010-10,1288038639.0,lyb,74.08,27.96,-34.58118858212448,1185.64,-10.210758290608641,-24.370430291515838
5683,5683,2011-05,1306554320.0,lyb,48.05,42.74,0.0,1320.47,0.0,0.0
5685,5685,2011-08,1312940236.0,lyb,48.05,31.84,-25.50304164716893,1120.76,-15.124160336849759,-10.378881310319176
5686,5686,2013-04,1366727602.0,lyb,39.36,59.16,38.41834347215721,1578.78,19.561974145569376,18.85636932658784
5684,5684,2013-05,1368346876.0,lyb,37.87,61.55,44.01029480580252,1626.67,23.18871310972609,20.82158169607643
5695,5695,2008-02,1202767120.0,m,1.137,25.07,-45.5,1348.86,-17.042239661492296,-28.457760338507704
5701,5701,2008-02,1202929419.0,m,1.137,24.43,-46.89130434782609,1367.21,-15.913675613176215,-30.977628734649873
5692,5692,2008-10,1224357372.0,m,1.055,9.84,-78.6086956521739,907.84,-44.16590814042166,-34.44278751175225
5689,5689,2008-12,1229865587.0,m,1.015,10.62,-76.91304347826087,885.28,-45.55339614750672,-31.359647330754164
5697,5697,2008-12,1229669714.0,m,1.015,10.42,-77.34782608695652,887.88,-45.39349061477529,-31.95433547218124
5698,5698,2008-12,1228075556.0,m,1.015,7.42,-83.8695652173913,816.21,-49.80134812664518,-34.068217090746124
5691,5691,2011-09,1317094989.0,m,118.67,27.32,-40.60869565217392,1175.38,-27.71162882235725,-12.897066829816664
5700,5700,2011-11,1321314551.0,m,118.87,30.55,-33.58695652173913,1257.8101,-22.642002263278318,-10.944954258460818
5699,5699,2011-12,1324602395.0,m,118.87,31.87,-30.717391304347824,1265.33,-22.17951241112943,-8.537878893218393
5696,5696,2012-02,1330537765.0,m,130.76,37.97,-17.456521739130434,1365.6801,-16.00776771876307,-1.4487540203673674
5694,5694,2012-03,1332150490.0,m,130.76,39.38,-14.39130434782608,1409.75,-13.297375089178088,-1.093929258647993
5693,5693,2012-10,1350219216.0,m,117.74,39.41,-14.326086956521747,1432.84,-11.877290954267025,-2.4487960022547224
5690,5690,2013-03,1363275984.0,m,114.53,42.21,-8.239130434782608,1563.23,-3.8580284877856794,-4.381101946996928
5688,5688,2013-05,1367911943.0,m,114.53,46.0,0.0,1625.96,0.0,0.0
5725,5725,2006-12,1165882864.0,ma,0.099,99.1,-8.680427570954665,1411.5601,-1.9838417365099117,-6.696585834444753
5727,5727,2006-12,1166334487.0,ma,0.099,96.19,-11.361960928861036,1425.49,-1.01657489254443,-10.345386036316606
5731,5731,2006-12,1165477824.0,ma,0.099,99.13,-8.652782897161815,1407.29,-2.280349690652937,-6.372433206508879
5702,5702,2007-01,1169882872.0,ma,0.099,108.52,0.0,1440.13,0.0,0.0
5709,5709,2007-01,1168574784.0,ma,0.099,105.5,-2.7828971618134872,1430.73,-0.6527188517703325,-2.1301783100431546
5715,5715,2007-01,1169424186.0,ma,0.099,105.03,-3.2159970512347913,1422.95,-1.192947858873856,-2.0230491923609346
5719,5719,2007-01,1168919641.0,ma,0.099,105.25,-3.013269443420564,1431.9,-0.571476186177638,-2.4417932572429257
5722,5722,2007-01,1168162349.0,ma,0.099,101.06,-6.874308883155174,1418.34,-1.5130578489442057,-5.3612510342109685
5729,5729,2007-01,1167667160.0,ma,0.099,98.49,-9.242535938075932,1418.3,-1.515835375973013,-7.726700562102919
5733,5733,2007-01,1169006837.0,ma,0.099,106.0,-2.3221525985993328,1430.62,-0.6603570510995687,-1.6617955474997643
5704,5704,2007-03,1174644691.0,ma,0.09699999999999999,109.16,0.5897530409141177,1436.11,-0.2791414663954094,0.8688945073095271
5726,5726,2007-03,1173966541.0,ma,0.09699999999999999,104.94,-3.2989310726133416,1392.28,-3.3226167082138507,0.023685635600509517
5728,5728,2007-05,1178242941.0,ma,0.09699999999999999,134.82,24.235164025064503,1505.62,4.547506127918992,19.687657897145513
5705,5705,2007-06,1180913377.0,ma,0.08800000000000001,151.1,39.23700700331736,1539.1801,6.87785824890808,32.35914875440928
5718,5718,2007-07,1183583645.0,ma,0.08800000000000001,162.21,49.47475119793589,1525.4,5.9209932436654995,43.55375795427038
5717,5717,2007-08,1186665846.0,ma,0.08,143.41,32.15075562108367,1453.09,0.8999187573343941,31.250836863749274
5710,5710,2007-10,1193174161.0,ma,0.08,148.33,36.68448212311096,1515.88,5.259941810808746,31.424540312302213
5723,5723,2008-04,1207591862.0,ma,0.076,226.25,108.48691485440472,1372.54,-4.693326296931537,113.18024115133623
5732,5732,2008-10,1225210794.0,ma,0.083,136.01,25.331736085514194,940.51,-34.69270135335005,60.02443743886424
5721,5721,2008-12,1229569206.0,ma,0.096,148.68,37.00700331736086,885.28,-38.52777179837932,75.53477511574019
5712,5712,2011-07,1310362367.0,ma,0.4,315.29,190.53630667158126,1319.49,-8.377021518890663,198.913328190472
5724,5724,2011-07,1310248986.0,ma,0.4,315.29,190.53630667158126,1353.22,-6.034871851846713,196.571178523428
5730,5730,2011-09,1315564362.0,ma,0.0,332.5,206.39513453741245,1154.23,-19.852374438418764,226.24750897583127
5713,5713,2011-11,1322333647.0,ma,0.0,346.2,219.01953556948033,1161.79,-19.32742182997369,238.346957399454
5734,5734,2012-01,1327696451.0,ma,0.0,348.79,221.4061924069296,1326.0601,-7.9208057605910716,229.32699816752069
5720,5720,2012-03,1332589270.0,ma,0.0,424.01,290.72060449686694,1402.89,-2.5858776638220164,293.30648216068903
5716,5716,2012-06,1339798964.0,ma,0.0,426.69,293.1901953556948,1314.88,-8.697131508960997,301.8873268646558
5706,5706,2012-08,1345256922.0,ma,0.0,426.81,293.3007740508662,1405.53,-2.402560879920572,295.7033349307868
5708,5708,2012-09,1346727900.0,ma,0.0,422.9,289.6977515665315,1404.9399,-2.4435363474130827,292.1412879139446
5714,5714,2012-11,1353931383.0,ma,0.0,479.59,341.9369701437523,1406.29,-2.349787866373185,344.2867580101255
5711,5711,2013-03,1363299876.0,ma,0.74,527.18,385.79063767047546,1560.7,8.372160846590234,377.4184768238852
5703,5703,2013-04,1366841619.0,ma,0.74,532.02,390.25064504238856,1585.16,10.070618624707487,380.18002641768095
5707,5707,2013-04,1366834161.0,ma,0.74,532.02,390.25064504238856,1585.16,10.070618624707487,380.18002641768095
5736,5736,2003-11,1068273650.0,mac,2.356,41.95,-28.081604663123603,1051.8101,-12.054541045836894,-16.027063617286707
5740,5740,2004-11,1101826357.0,mac,2.945,60.7,4.063089319389687,1173.8199,-1.8528821552199917,5.915971474609679
5735,5735,2005-01,1105998870.0,mac,2.945,58.33,0.0,1195.98,0.0,0.0
5744,5744,2005-02,1108796855.0,mac,2.945,59.74,2.4172809874850056,1210.34,1.2006889747320104,1.2165920127529952
5741,5741,2005-03,1110127717.0,mac,2.945,58.94,1.045774044231098,1210.47,1.2115587217177552,-0.16578467748665734
5738,5738,2011-06,1308159782.0,mac,121.9,49.32,-15.446596948397048,1265.42,5.806117159149822,-21.252714107546872
5742,5742,2011-08,1313431011.0,mac,127.1,51.02,-12.532144693982506,1204.49,0.7115503603739185,-13.243695054356424
5739,5739,2012-08,1345340538.0,mac,129.61,57.72,-1.045774044231098,1415.51,18.355658121373263,-19.40143216560436
5737,5737,2013-04,1366676440.0,mac,154.01,66.72,14.383679067375278,1578.78,32.00722420107359,-17.623545133698308
5743,5743,2013-05,1368126031.0,mac,154.01,69.66,19.423967083833357,1626.67,36.011471763741866,-16.587504679908513
5748,5748,2003-11,1068766381.0,mar,0.461,46.55,71.77121771217709,1050.35,-8.188596452890229,79.95981416506733
5761,5761,2004-01,1075376818.0,mar,0.461,44.63,64.68634686346864,1134.11,-0.8671101282309095,65.55345699169953
5753,5753,2004-05,1084778856.0,mar,0.47100000000000003,47.33,74.64944649446494,1084.1,-5.238498990411097,79.88794548487606
5747,5747,2004-09,1096035877.0,mar,0.373,49.92,84.20664206642066,1110.11,-2.9649572126605137,87.17159927908115
5754,5754,2004-12,1103204514.0,mar,0.366,62.57,130.88560885608857,1203.21,5.172941269022672,125.71266758706591
5751,5751,2005-04,1113156544.0,mar,0.325,67.46,148.929889298893,1191.14,4.117899006144955,144.811990292748
5752,5752,2005-09,1126532427.0,mar,0.392,62.13,129.26199261992622,1240.5601,8.43772453519575,120.82426808473043
5750,5750,2007-02,1172177062.0,mar,0.605,49.46,82.50922509225092,1451.1899,26.84893752786205,55.66028756438887
5749,5749,2007-04,1176221563.0,mar,0.7,49.78,83.69003690036901,1448.39,26.604197442374772,57.085839457994226
5760,5760,2008-01,1200529467.0,mar,1.786,32.86,21.254612546125454,1333.25,16.53977605482374,4.714836491301714
5756,5756,2008-10,1223662923.0,mar,2.133,18.76,-30.77490774907749,899.22,-21.3989143641338,-9.375993384943689
5757,5757,2008-10,1223573838.0,mar,2.124,17.69,-34.72324723247232,909.92,-20.463624205658945,-14.259623026813374
5759,5759,2008-12,1230220881.0,mar,2.133,18.31,-32.43542435424355,871.63,-23.810564408276004,-8.624859945967549
5758,5758,2009-10,1255286535.0,mar,0.0,26.8,-1.1070110701107037,1065.48,-6.866078686747723,5.759067616637018
5745,5745,2011-10,1317774517.0,mar,257.22,27.1,0.0,1144.03,0.0,0.0
5746,5746,2012-11,1353968684.0,mar,0.0,34.71,28.081180811808114,1398.9399,22.281749604468427,5.7994312073396905
5755,5755,2013-04,1366961651.0,mar,0.0,41.64,53.6531365313653,1582.24,38.304065452829036,15.34907107853627
5764,5764,2004-04,1081968477.0,mas,0.7659999999999999,28.86,-12.092598233323178,1128.17,-1.5541283442991976,-10.53846988902398
5770,5770,2004-09,1095629514.0,mas,0.883,34.25,4.32531221443802,1122.2,-2.0750798443253786,6.400392058763398
5763,5763,2005-01,1107052454.0,mas,0.812,36.76,11.970758452634785,1174.55,2.493062706155425,9.47769574647936
5762,5762,2005-04,1113822339.0,mas,0.787,32.83,0.0,1145.98,0.0,0.0
5768,5768,2006-06,1150423611.0,mas,0.846,28.54,-13.067316478830335,1251.54,9.211330040663881,-22.278646519494213
5765,5765,2006-07,1152725574.0,mas,0.846,27.9,-15.016752969844653,1258.6,9.827396638684784,-24.844149608529445
5769,5769,2007-03,1174894608.0,mas,1.114,27.98,-14.77307340846786,1437.5,25.438489327911483,-40.21156273637934
5767,5767,2007-05,1178401234.0,mas,1.114,30.5,-7.09716722509899,1502.39,31.100891813120658,-38.19805903821965
5772,5772,2008-12,1229264016.0,mas,1.087,10.21,-68.90039597928723,873.59,-23.769175727325077,-45.13122025196215
5766,5766,2013-04,1366584119.0,mas,679.4,19.27,-41.303685653365825,1562.5,36.346184052077696,-77.64986970544352
5771,5771,2013-05,1368281113.0,mas,732.73,21.56,-34.328358208955216,1632.6899,42.47106406743574,-76.79942227639097
5786,5786,2004-05,1085817171.0,mat,0.321,17.48,-16.761904761904766,1114.9399,-7.627948401421688,-9.133956360483076
5782,5782,2004-07,1091035317.0,mat,0.35700000000000004,17.4,-17.14285714285715,1095.42,-9.245159526433081,-7.897697616424067
5778,5778,2004-09,1095282037.0,mat,0.35700000000000004,17.98,-14.380952380952378,1123.5,-6.91874963753407,-7.462202743418307
5775,5775,2004-12,1102193764.0,mat,0.32,18.65,-11.190476190476199,1190.33,-1.3819272416964286,-9.80854894877977
5773,5773,2005-03,1110336493.0,mat,0.259,21.0,0.0,1207.01,0.0,0.0
5780,5780,2005-04,1113417801.0,mat,0.259,20.69,-1.4761904761904705,1173.79,-2.7522555736903613,1.2760650974998908
5781,5781,2006-05,1148777273.0,mat,0.31,16.65,-20.71428571428572,1272.88,5.457287015020598,-26.17157272930632
5779,5779,2007-04,1175822263.0,mat,0.28800000000000003,29.65,41.190476190476176,1437.77,19.11831716390088,22.072159026575303
5785,5785,2007-12,1197848464.0,mat,0.408,19.77,-5.8571428571428585,1445.9,19.791882420195368,-25.64902527733823
5777,5777,2008-12,1230047661.0,mat,0.594,15.1325,-27.940476190476183,863.16,-28.48775072286062,0.547274532384435
5783,5783,2009-10,1256343499.0,mat,0.0,19.52,-7.047619047619049,1081.4,-10.406707483782233,3.359088436163181
5784,5784,2011-04,1303691654.0,mat,47.67,26.67,27.00000000000001,1335.25,10.624601287478976,16.37539871252103
5787,5787,2011-08,1312311726.0,mat,38.92,25.48,21.333333333333336,1254.05,3.8972336600359534,17.43609967329738
5774,5774,2013-02,1359872302.0,mat,49.23,38.26,82.19047619047619,1498.11,24.117447245673183,58.07302894480299
5776,5776,2013-05,1368418442.0,mat,54.29,45.98,118.95238095238096,1633.77,35.35679074738403,83.59559020499691
5805,5805,2003-12,1071509758.0,mcd,0.8079999999999999,25.42,-72.47726288436553,1068.04,-25.23817190376525,-47.23909098060028
5804,5804,2004-02,1076824978.0,mcd,0.8079999999999999,26.63,-71.167171935903,1152.11,-19.35334840647072,-51.813823529432284
5823,5823,2004-04,1082731043.0,mcd,0.812,27.5,-70.2252057167605,1140.6,-20.159037932506877,-50.066167784253615
5815,5815,2004-06,1086881167.0,mcd,0.7879999999999999,26.98,-70.78822000866175,1136.47,-20.448134174255728,-50.340085834406025
5824,5824,2004-08,1092204093.0,mcd,0.722,26.74,-71.04807275877003,1075.79,-24.695678956173573,-46.35239380259647
5806,5806,2004-12,1102561334.0,mcd,0.684,31.5,-65.8943265482893,1189.24,-16.75428219433147,-49.140044353957826
5795,5795,2005-01,1105847165.0,mcd,0.684,31.31,-66.10004330879167,1177.45,-17.57957146557094,-48.52047184322075
5801,5801,2005-02,1109332680.0,mcd,0.684,32.43,-64.88739714161976,1211.37,-15.205202332369685,-49.68219480925008
5810,5810,2005-03,1110076289.0,mcd,0.649,33.96,-63.23083585967953,1210.47,-15.26820151338032,-47.9626343462992
5809,5809,2005-05,1117254735.0,mcd,0.5920000000000001,31.26,-66.15417929839757,1190.01,-16.700382895022358,-49.453796403375215
5812,5812,2005-05,1117050337.0,mcd,0.5920000000000001,30.89,-66.55478562148114,1190.01,-16.700382895022358,-49.8544027264588
5817,5817,2006-01,1136661995.0,mcd,0.556,34.06,-63.12256388046773,1273.46,-10.858958833535157,-52.26360504693258
5799,5799,2006-06,1150527115.0,mcd,0.653,33.14,-64.11866608921612,1230.04,-13.898319321848815,-50.220346767367296
5793,5793,2007-01,1168635570.0,mcd,0.5920000000000001,44.22,-52.12213079255089,1414.85,-0.9617874967625428,-51.16034329578836
5813,5813,2007-01,1168726353.0,mcd,0.5920000000000001,44.22,-52.12213079255089,1423.8199,-0.3339026592654265,-51.788228133285465
5802,5802,2007-03,1173656663.0,mcd,0.5920000000000001,44.15,-52.19792117799914,1406.6,-1.5392799893601392,-50.658641188639
5814,5814,2007-04,1177051939.0,mcd,0.5920000000000001,48.78,-47.184928540493715,1484.35,3.903149259059632,-51.08807779955335
5796,5796,2007-05,1179669471.0,mcd,0.5589999999999999,52.33,-43.34127327847553,1512.75,5.891123415395605,-49.232396693871145
5808,5808,2007-05,1180527941.0,mcd,0.5589999999999999,50.11,-45.744911216977044,1530.23,7.114707508802392,-52.85961872577944
5816,5816,2007-06,1182486722.0,mcd,0.5589999999999999,51.07,-44.70550021654396,1502.5601,5.177839688084054,-49.883339904628016
5811,5811,2007-07,1183506538.0,mcd,0.5589999999999999,51.4,-44.34820268514509,1519.4301,6.3587243365836335,-50.70692702172872
5791,5791,2007-10,1192499202.0,mcd,0.542,56.19,-39.16197488090082,1538.53,7.695699955900578,-46.857674836801394
5790,5790,2008-01,1201088799.0,mcd,0.518,51.89,-43.81766998700736,1338.6,-6.299218110164569,-37.518451876842796
5797,5797,2008-10,1225208533.0,mcd,0.7559999999999999,56.62,-38.69640537029017,940.51,-34.16515585297391,-4.531249517316262
5820,5820,2008-12,1229586348.0,mcd,0.757,62.63,-32.189259419662186,885.28,-38.03120559432728,5.84194617466509
5819,5819,2011-04,1303749291.0,mcd,78.62,77.13,-16.489822433954096,1335.25,-6.533715061704192,-9.956107372249905
5794,5794,2011-09,1316989417.0,mcd,82.15,87.37,-5.402771762667816,1162.95,-18.594558270742468,13.191786508074653
5818,5818,2011-09,1314973026.0,mcd,82.15,89.52,-3.074924209614556,1173.97,-17.82316829881211,14.748244089197554
5803,5803,2011-10,1319761524.0,mcd,82.15,93.51,1.2451277609354758,1285.09,-10.044869416697585,11.289997177633062
5822,5822,2011-11,1320701571.0,mcd,82.15,94.62,2.4469467301862333,1275.92,-10.686761072106053,13.133707802292285
5800,5800,2012-03,1331842370.0,mcd,86.97,98.04,6.149848419229111,1404.17,-1.709377778088874,7.8592261973179856
5821,5821,2012-03,1331614050.0,mcd,86.97,96.66,4.655695106106537,1395.95,-2.2847702979861166,6.940465404092653
5789,5789,2012-07,1342590518.0,mcd,87.17,91.89,-0.5088783022953647,1372.78,-3.906649213560221,3.3977709112648564
5807,5807,2012-09,1348404857.0,mcd,96.71,93.71,1.4616717193590236,1460.26,2.216871180674657,-0.7551994613156332
5788,5788,2012-10,1350013447.0,mcd,96.71,92.36,0.0,1428.59,0.0,0.0
5825,5825,2013-02,1360123076.0,mcd,95.53,94.91,2.760935469900387,1512.12,5.847023988688147,-3.0860885187877587
5792,5792,2013-04,1366680170.0,mcd,89.14,99.32,7.53572975313988,1578.78,10.513163328876727,-2.977433575736849
5798,5798,2013-05,1368136573.0,mcd,84.04,99.69,7.936336076223471,1633.7,14.357513352326428,-6.4211772761029575
5833,5833,2004-11,1100265669.0,mchp,0.031,28.57,4.118075801749267,1184.17,-2.074012817862305,6.192088619611572
5826,5826,2005-03,1110420770.0,mchp,0.031,27.44,0.0,1209.25,0.0,0.0
5835,5835,2005-03,1109751140.0,mchp,0.031,28.43,3.6078717201166115,1210.08,0.0686375852801263,3.539234134836485
5828,5828,2005-06,1117621078.0,mchp,0.031,29.83,8.709912536443138,1202.22,-0.5813520777341306,9.291264614177267
5832,5832,2007-04,1175861670.0,mchp,0.016,36.31,32.32507288629738,1437.77,18.897663841223896,13.427409045073484
5829,5829,2009-02,1233684332.0,mchp,1.162,19.39,-29.336734693877553,838.51,-30.658672731031636,1.32193803715408
5827,5827,2009-11,1258047653.0,mchp,0.0,26.5,-3.425655976676389,1087.24,-10.089725036179447,6.664069059503058
5834,5834,2012-07,1343505043.0,mchp,17.84,32.9,19.897959183673454,1337.89,10.637998759561722,9.259960424111735
5830,5830,2013-04,1366697076.0,mchp,50.41,34.71,26.494169096209912,1578.78,30.558610709117218,-4.064441612907308
5831,5831,2013-05,1368239456.0,mchp,50.86,37.21,35.60495626822157,1632.6899,35.01673764730205,0.5882186209195197
5842,5842,2004-04,1082723289.0,mck,0.34299999999999997,31.82,-59.163244353182755,1140.6,-12.152066421232627,-47.01117793195013
5848,5848,2004-06,1087980718.0,mck,0.287,34.46,-55.77515400410677,1144.0601,-11.885572790708435,-43.889581213398344
5840,5840,2005-01,1106649322.0,mck,0.265,30.85,-60.40811088295688,1168.41,-10.01016651519586,-50.39794436776101
5841,5841,2005-02,1107488440.0,mck,0.297,36.6,-53.0287474332649,1203.03,-7.343766847918184,-45.68498058534671
5844,5844,2005-03,1110934887.0,mck,0.297,36.96,-52.56673511293636,1188.0699,-8.495979605354375,-44.07075550758198
5838,5838,2005-04,1114591611.0,mck,0.297,36.05,-53.73459958932239,1156.38,-10.936705741000324,-42.79789384832206
5845,5845,2006-05,1147285639.0,mck,0.168,48.36,-37.93634496919918,1322.85,1.8846562639596882,-39.82100123315888
5846,5846,2006-06,1151227792.0,mck,0.168,45.71,-41.33726899383984,1245.6,-4.065065697253516,-37.27220329658632
5843,5843,2007-03,1174744559.0,mck,0.161,57.82,-25.79568788501027,1435.04,10.525423989895087,-36.321111874905355
5836,5836,2011-03,1300664781.0,mck,57.37,77.92,0.0,1298.38,0.0,0.0
5839,5839,2011-08,1313655438.0,mck,57.67,77.25,-0.8598562628336778,1140.65,-12.14821546850691,11.288359205673233
5847,5847,2012-09,1347395290.0,mck,49.7,87.45,12.230492813141684,1436.5601,10.642500654661948,1.5879921584797358
5837,5837,2013-04,1366841768.0,mck,58.56,107.01,37.33316221765914,1585.16,22.087524453549804,15.24563776410934
5859,5859,2004-06,1088393372.0,mco,3.012,64.84,80.8142777467931,1133.35,-23.22881315748475,104.04309090427785
5853,5853,2004-08,1092204557.0,mco,4.831,67.65,88.65030674846628,1075.79,-27.12782892018398,115.77813566865022
5861,5861,2004-11,1101546553.0,mco,2.036,81.35,126.85443390964859,1181.76,-19.94960271495052,146.80403662459912
5851,5851,2005-02,1107777242.0,mco,2.036,86.0,139.82152816508645,1201.72,-18.597546519268157,158.4190746843546
5856,5856,2005-03,1110076494.0,mco,2.036,86.2,140.3792526491913,1210.47,-18.00483651364587,158.38408916283717
5855,5855,2007-02,1171209721.0,mco,1.7919999999999998,73.71,105.54935861684326,1448.3101,-1.8939557127083841,107.44331432955164
5850,5850,2007-05,1180297756.0,mco,0.0,69.83,94.72950362520916,1515.73,2.672952779640583,92.05655084556857
5862,5862,2007-06,1180962250.0,mco,0.0,70.71,97.18349135527048,1539.1801,4.261422368536925,92.92206898673356
5849,5849,2007-12,1198983245.0,mco,0.0,35.86,0.0,1476.27,0.0,0.0
5860,5860,2009-01,1231789092.0,mco,0.0,22.99,-35.88957055214724,871.79,-40.94643933697765,5.056868784830414
5854,5854,2009-07,1248636022.0,mco,0.0,25.93,-27.691020635805913,976.29,-33.86778841268874,6.176767776882826
5858,5858,2011-09,1314998061.0,mco,0.0,29.34,-18.18181818181818,1218.89,-17.434480142521352,-0.7473380392968316
5863,5863,2011-11,1321713161.0,mco,0.0,32.8,-8.533184606804246,1236.91,-16.21383622237124,7.680651615566994
5852,5852,2012-02,1330416239.0,mco,0.0,39.23,9.397657557166752,1372.1801,-7.050871453053976,16.448529010220724
5857,5857,2013-04,1366844209.0,mco,356.41,54.3,51.422197434467364,1585.16,7.376022001395416,44.04617543307196
5874,5874,2010-08,1281212767.0,mcp,0.0,13.22,-59.36059022440825,1125.8101,-10.063261915032998,-49.297328309375246
5865,5865,2010-10,1286775445.0,mcp,8.51,26.76,-17.737473101752226,1165.3199,-6.906972471201009,-10.830500630551217
5873,5873,2011-01,1294972073.0,mcp,1.12,48.87,50.23055640946817,1293.24,3.312083592963623,46.91847281650455
5870,5870,2011-04,1302747070.0,mcp,0.69,70.09,115.46264986166616,1314.52,5.012062822540703,110.45058703912548
5866,5866,2011-07,1310791396.0,mcp,0.44,52.26,60.651706117430045,1317.72,5.2676987969132,55.38400732051685
5869,5869,2011-09,1315997764.0,mcp,24.22,52.32,60.83615124500461,1188.6801,-5.040813881033404,65.87696512603803
5864,5864,2011-11,1321286710.0,mcp,24.22,32.53,0.0,1251.78,0.0,0.0
5867,5867,2011-11,1321750780.0,mcp,22.96,28.36,-12.818936366430993,1216.13,-2.84794452699355,-9.970991839437444
5868,5868,2012-08,1346195575.0,mcp,76.14,10.75,-66.95358130956039,1410.49,12.678745466455775,-79.63232677601617
5872,5872,2013-04,1366714331.0,mcp,98.44,5.34,-83.58438364586536,1578.78,26.122801131189195,-109.70718477705456
5871,5871,2013-05,1369108916.0,mcp,93.98,7.22,-77.80510298186289,1669.16,33.342919682372305,-111.14802266423521
5875,5875,2013-04,1366847287.0,mdlz,60.23,31.46,0.0,1585.16,0.0,0.0
5894,5894,2004-05,1085662218.0,mdt,0.284,48.07,2.2113544546034434,1121.28,-29.13338052381434,31.344734978417783
5897,5897,2004-06,1086883231.0,mdt,0.284,49.0,4.188815649585369,1136.47,-28.173349175851957,32.36216482543732
5885,5885,2004-08,1093441787.0,mdt,0.248,50.64,7.675951520306187,1104.96,-30.164829608656078,37.84078112896228
5889,5889,2004-10,1097402061.0,mdt,0.249,51.3,9.079311078035287,1130.65,-28.54118212154919,37.62049319958447
5877,5877,2005-01,1106451603.0,mdt,0.23800000000000002,51.99,10.546459706570275,1175.41,-25.71228132268176,36.258741029252036
5880,5880,2005-04,1113478602.0,mdt,0.233,51.44,9.376993408462676,1162.05,-26.55665385782183,35.9336472662845
5888,5888,2005-09,1126739054.0,mdt,0.324,56.65,20.455028705081855,1227.73,-22.405576903630294,42.86060560871215
5883,5883,2006-01,1136765900.0,mdt,0.345,58.92,25.28173506272592,1290.15,-18.46053696025887,43.74227202298479
5893,5893,2006-01,1136935918.0,mdt,0.345,58.86,25.15415692111418,1294.1801,-18.205828445747798,43.35998536686197
5898,5898,2006-02,1139678837.0,mdt,0.345,55.79,18.626408675313627,1265.65,-20.00897461826271,38.635383293576346
5901,5901,2007-04,1176084831.0,mdt,0.5579999999999999,49.13,4.4652349564108045,1444.61,-8.69842754575792,13.163662502168725
5902,5902,2007-04,1175457313.0,mdt,0.595,49.06,4.31639379119711,1422.53,-10.093917484073216,14.410311275270324
5886,5886,2007-10,1193184063.0,mdt,0.542,48.03,2.12630236019562,1515.88,-4.194053999393259,6.320356359588879
5879,5879,2008-12,1229711885.0,mdt,0.518,32.17,-31.59685307250691,887.88,-43.88461927394074,12.287766201433833
5892,5892,2009-07,1248313714.0,mdt,0.0,34.09,-27.514352540931316,976.29,-38.29697138234402,10.782618841412706
5882,5882,2009-11,1259584764.0,mdt,0.0,42.25,-10.163725281735065,1095.63,-30.754499949438767,20.590774667703702
5890,5890,2011-02,1298700580.0,mdt,70.05,39.88,-15.203061875398678,1307.4,-17.37031044595004,2.16724857055136
5884,5884,2011-08,1312492431.0,mdt,61.59,32.84,-30.17223049117584,1199.38,-24.19734047932045,-5.974890011855386
5899,5899,2011-08,1312633118.0,mdt,61.59,33.31,-29.172868381883895,1260.34,-20.344574780058657,-8.828293601825239
5891,5891,2011-10,1317974270.0,mdt,61.52,32.74,-30.38486072719541,1155.46,-26.973151987056323,-3.411708740139087
5895,5895,2011-11,1321636386.0,mdt,61.52,33.96,-27.790771847756748,1215.65,-23.169051471331773,-4.621720376424975
5881,5881,2012-01,1326191663.0,mdt,61.43,39.3,-16.43631724431215,1292.08,-18.338557993730408,1.9022407494182616
5878,5878,2012-04,1334776762.0,mdt,59.78,38.02,-19.157984265362533,1385.14,-12.457022954798255,-6.700961310564273
5887,5887,2012-06,1338868022.0,mdt,62.13,35.89,-23.68700829257921,1285.5,-18.754424107594296,-4.932584184984911
5900,5900,2013-03,1364747259.0,mdt,64.43,46.96,-0.148841165213694,1569.1899,-0.8247863788047282,0.6759452135910342
5876,5876,2013-04,1366944578.0,mdt,64.43,47.03,0.0,1582.24,0.0,0.0
5896,5896,2013-04,1366691451.0,mdt,64.43,46.06,-2.0625132893897486,1578.78,-0.2186773182323817,-1.8438359711573669
5917,5917,2003-10,1067170870.0,met,0.45,30.42,-52.631578947368425,1033.77,-27.638053772548137,-24.99352517482028
5904,5904,2003-12,1072890807.0,met,0.426,33.65,-47.601993148551855,1111.92,-22.167701472060248,-25.434291676491608
5922,5922,2004-09,1095619175.0,met,0.44299999999999995,37.6,-41.45126128931796,1123.5,-21.357123357669337,-20.094137931648625
5914,5914,2005-03,1111343242.0,met,0.38799999999999996,39.45,-38.57053877296792,1190.21,-16.687549436165213,-21.882989336802698
5913,5913,2005-04,1112707947.0,met,0.38799999999999996,39.75,-38.103394581127375,1181.39,-17.304932766815284,-20.79846181431209
5906,5906,2006-04,1146104031.0,met,0.47100000000000003,51.0,-20.58548738710682,1309.72,-8.322075303966784,-12.263412083140034
