,Date,Unix,Ticker,DE Ratio,Price,price_p_value,SP500,sp500_p_value,Difference
174,2004-08,1092089248.0,adi,0.0,35.92,-28.87128712871287,1079.04,-5.245132906557076,-23.62615422215579
175,2004-11,1100152575.0,adi,0.0,38.5,-23.762376237623762,1173.48,3.0480255011986648,-26.810401738822428
176,2005-01,1106523268.0,adi,0.0,34.47,-31.742574257425744,1163.75,2.1935948435592807,-33.936169100985026
177,2005-03,1111007145.0,adi,0.0,35.92,-28.87128712871287,1190.21,4.517154473686526,-33.388441602399396
178,2005-04,1112988800.0,adi,0.0,35.67,-29.366336633663366,1181.2,3.725949928431559,-33.09228656209493
179,2005-09,1126119653.0,adi,0.0,36.88,-26.970297029702966,1236.36,8.569772649437544,-35.54006967914051
180,2005-10,1130732388.0,adi,0.0,34.61,-31.465346534653467,1207.01,5.992430429322867,-37.457776963976336
181,2011-08,1312503155.0,adi,25.32,31.63,-37.366336633663366,1199.38,5.322409266138037,-42.688745899801404
182,2012-03,1332143451.0,adi,22.65,39.7,-21.38613861386138,1409.75,23.795849908234327,-45.18198852209571
183,2013-04,1366583081.0,adi,17.57,42.36,-16.11881188118812,1562.5,37.20944527867787,-53.328257159865984
184,2013-05,1368259666.0,adi,17.57,46.79,-7.346534653465349,1632.6899,43.37310431430404,-50.719638967769384
185,2003-11,1068644488.0,adm,0.733,14.48,0.0,1058.53,0.0,0.0
186,2004-01,1075507882.0,adm,0.703,15.66,8.149171270718229,1128.48,6.608220834553584,1.5409504361646453
187,2004-04,1081946665.0,adm,0.789,16.81,16.091160220994464,1128.17,6.578934938074508,9.512225282919957
188,2004-06,1087637628.0,adm,0.848,16.28,12.43093922651934,1133.5601,7.0881411013386435,5.342798125180697
189,2004-11,1101784132.0,adm,0.613,21.23,46.61602209944751,1173.8199,10.891509924140081,35.72451217530743
190,2005-01,1106686686.0,adm,0.613,22.65,56.42265193370164,1174.0699,10.915127582590952,45.50752435111069
191,2005-02,1107883276.0,adm,0.613,23.71,63.74309392265194,1202.3,13.582043021926632,50.16105090072531
192,2005-02,1108399186.0,adm,0.528,24.5,69.1988950276243,1206.14,13.944810255732017,55.25408477189229
193,2006-04,1144335228.0,adm,0.52,37.05,155.87016574585633,1309.04,23.665838474110323,132.204327271746
194,2006-04,1144378429.0,adm,0.52,36.92,154.97237569060772,1295.5,22.386706092411178,132.58566959819655
195,2006-04,1144789101.0,adm,0.52,36.55,152.4171270718232,1288.12,21.68951281494147,130.7276142568817
196,2006-04,1145719852.0,adm,0.52,37.86,161.46408839779005,1309.9301,23.74992678525881,137.71416161253123
197,2006-04,1145787464.0,adm,0.52,37.86,161.46408839779005,1311.46,23.894457407914757,137.5696309898753
198,2006-04,1145893782.0,adm,0.52,38.45,165.5386740331492,1308.11,23.577980784673077,141.9606932484761
199,2006-04,1146191441.0,adm,0.52,36.19,149.9309392265193,1310.61,23.814157369181785,126.11678185733753
200,2006-05,1147775220.0,adm,0.514,43.1,197.65193370165747,1292.08,22.063616524803262,175.58831717685422
201,2007-02,1171944308.0,adm,0.541,35.88,147.79005524861878,1459.6801,37.896904197330265,109.89315105128853
202,2007-03,1173240715.0,adm,0.541,32.96,127.62430939226519,1391.97,31.50028813543311,96.12402125683208
203,2007-04,1176108037.0,adm,0.541,37.02,155.66298342541438,1444.61,36.4732222988484,119.18976112656598
204,2007-06,1182122672.0,adm,0.597,34.57,138.74309392265195,1531.05,44.6392638848214,94.10383003783055
205,2007-06,1182215454.0,adm,0.597,34.75,139.98618784530385,1533.7,44.88961106440064,95.0965767809032
206,2007-10,1192154254.0,adm,0.47,34.9,141.0220994475138,1561.8,47.54423587427848,93.47786357323531
207,2008-01,1201115684.0,adm,0.62,40.85,182.11325966850828,1338.6,26.458390409341252,155.65486925916701
208,2009-01,1231505275.0,adm,0.628,27.94,92.95580110497238,890.35,-15.888071193069631,108.84387229804202
209,2011-07,1311952162.0,adm,85.48,30.64,111.60220994475138,1292.28,22.08251065156396,89.51969929318741
210,2011-08,1312503207.0,adm,85.48,28.05,93.71546961325967,1199.38,13.306188771220478,80.4092808420392
211,2011-09,1317169740.0,adm,54.78,25.77,77.9696132596685,1151.0601,8.741377192899582,69.22823606676893
212,2011-12,1325291991.0,adm,51.59,28.6,97.51381215469614,1249.64,18.054282826183492,79.45952932851264
213,2012-07,1343461181.0,adm,55.68,27.54,90.19337016574585,1337.89,26.391316259340798,63.80205390640505
214,2013-06,1370611054.0,adm,46.71,33.02,128.0386740331492,1643.38,55.251150179966565,72.78752385318262
215,2004-05,1084370619.0,adp,0.015,45.7,0.0,1097.28,0.0,0.0
216,2006-05,1148869366.0,adp,0.012,45.98,0.6126914660831378,1280.16,16.66666666666668,-16.05397520058354
217,2006-06,1151385997.0,adp,0.012,44.48,-2.6695842450765994,1239.2,12.933799941673966,-15.603384186750565
218,2007-02,1171981959.0,adp,0.012,50.7,10.940919037199125,1459.6801,33.027130723242934,-22.08621168604381
219,2007-04,1177739210.0,adp,0.012,45.17,-1.1597374179431095,1495.42,36.28426655001459,-37.444003967957705
220,2007-05,1180352818.0,adp,0.007,49.23,7.724288840262568,1515.73,38.13520705745116,-30.410918217188595
221,2007-06,1183165533.0,adp,0.007,48.47,6.061269146608305,1506.34,37.279454651501894,-31.21818550489359
222,2007-10,1193029960.0,adp,0.008,47.52,3.982494529540482,1506.33,37.27854330708661,-33.296048777546126
223,2008-01,1201102535.0,adp,0.078,38.56,-15.62363238512035,1338.6,21.992563429571298,-37.61619581469165
224,2008-12,1228621981.0,adp,0.288,37.59,-17.746170678336977,845.22,-22.971347331583548,5.225176653246571
225,2011-08,1312503111.0,adp,0.57,47.88,4.770240700218817,1199.38,9.304826480023342,-4.534585779804525
226,2011-09,1317338409.0,adp,0.62,48.12,5.295404814004364,1131.42,3.111329833770788,2.184074980233576
227,2012-01,1325621271.0,adp,0.61,54.46,19.16849015317286,1277.3,16.40602216389618,2.762467989276683
228,2012-04,1334941653.0,adp,0.58,55.02,20.393873085339166,1378.53,25.63156167979003,-5.237688594450862
229,2012-07,1343246548.0,adp,0.27,55.41,21.247264770240683,1360.02,23.944663167104114,-2.6973983968634307
